StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-01-11T23:00+00:00Z,2022-01-12T00:00+00:00Z,10YES-REE------0,MAW,B19,11403
2022-01-12T00:00+00:00Z,2022-01-12T01:00+00:00Z,10YES-REE------0,MAW,B19,10949
2022-01-12T01:00+00:00Z,2022-01-12T02:00+00:00Z,10YES-REE------0,MAW,B19,10967
2022-01-12T02:00+00:00Z,2022-01-12T03:00+00:00Z,10YES-REE------0,MAW,B19,11312
2022-01-12T03:00+00:00Z,2022-01-12T04:00+00:00Z,10YES-REE------0,MAW,B19,11597
2022-01-12T04:00+00:00Z,2022-01-12T05:00+00:00Z,10YES-REE------0,MAW,B19,11560
2022-01-12T05:00+00:00Z,2022-01-12T06:00+00:00Z,10YES-REE------0,MAW,B19,11624
2022-01-12T06:00+00:00Z,2022-01-12T07:00+00:00Z,10YES-REE------0,MAW,B19,11736
2022-01-12T07:00+00:00Z,2022-01-12T08:00+00:00Z,10YES-REE------0,MAW,B19,11768
2022-01-12T08:00+00:00Z,2022-01-12T09:00+00:00Z,10YES-REE------0,MAW,B19,11299
2022-01-12T09:00+00:00Z,2022-01-12T10:00+00:00Z,10YES-REE------0,MAW,B19,11332
2022-01-12T10:00+00:00Z,2022-01-12T11:00+00:00Z,10YES-REE------0,MAW,B19,10834
2022-01-12T11:00+00:00Z,2022-01-12T12:00+00:00Z,10YES-REE------0,MAW,B19,10210
2022-01-12T12:00+00:00Z,2022-01-12T13:00+00:00Z,10YES-REE------0,MAW,B19,10180
2022-01-12T13:00+00:00Z,2022-01-12T14:00+00:00Z,10YES-REE------0,MAW,B19,10344
2022-01-12T14:00+00:00Z,2022-01-12T15:00+00:00Z,10YES-REE------0,MAW,B19,10158
2022-01-12T15:00+00:00Z,2022-01-12T16:00+00:00Z,10YES-REE------0,MAW,B19,9807
2022-01-12T16:00+00:00Z,2022-01-12T17:00+00:00Z,10YES-REE------0,MAW,B19,10040
2022-01-12T17:00+00:00Z,2022-01-12T18:00+00:00Z,10YES-REE------0,MAW,B19,10054
2022-01-12T18:00+00:00Z,2022-01-12T19:00+00:00Z,10YES-REE------0,MAW,B19,10119
2022-01-12T19:00+00:00Z,2022-01-12T20:00+00:00Z,10YES-REE------0,MAW,B19,10098
2022-01-12T20:00+00:00Z,2022-01-12T21:00+00:00Z,10YES-REE------0,MAW,B19,9920
2022-01-12T21:00+00:00Z,2022-01-12T22:00+00:00Z,10YES-REE------0,MAW,B19,9267
2022-01-12T22:00+00:00Z,2022-01-12T23:00+00:00Z,10YES-REE------0,MAW,B19,8353
