StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-02-22T23:00+00:00Z,2022-02-23T00:00+00:00Z,10YSE-1--------K,MAW,B20,1246
2022-02-23T00:00+00:00Z,2022-02-23T01:00+00:00Z,10YSE-1--------K,MAW,B20,1284
2022-02-23T01:00+00:00Z,2022-02-23T02:00+00:00Z,10YSE-1--------K,MAW,B20,1296
2022-02-23T02:00+00:00Z,2022-02-23T03:00+00:00Z,10YSE-1--------K,MAW,B20,1352
2022-02-23T03:00+00:00Z,2022-02-23T04:00+00:00Z,10YSE-1--------K,MAW,B20,1422
2022-02-23T04:00+00:00Z,2022-02-23T05:00+00:00Z,10YSE-1--------K,MAW,B20,1474
2022-02-23T05:00+00:00Z,2022-02-23T06:00+00:00Z,10YSE-1--------K,MAW,B20,1488
2022-02-23T06:00+00:00Z,2022-02-23T07:00+00:00Z,10YSE-1--------K,MAW,B20,1500
2022-02-23T07:00+00:00Z,2022-02-23T08:00+00:00Z,10YSE-1--------K,MAW,B20,1503
2022-02-23T08:00+00:00Z,2022-02-23T09:00+00:00Z,10YSE-1--------K,MAW,B20,1487
2022-02-23T09:00+00:00Z,2022-02-23T10:00+00:00Z,10YSE-1--------K,MAW,B20,1495
2022-02-23T10:00+00:00Z,2022-02-23T11:00+00:00Z,10YSE-1--------K,MAW,B20,1504
2022-02-23T11:00+00:00Z,2022-02-23T12:00+00:00Z,10YSE-1--------K,MAW,B20,1507
2022-02-23T12:00+00:00Z,2022-02-23T13:00+00:00Z,10YSE-1--------K,MAW,B20,1507
2022-02-23T13:00+00:00Z,2022-02-23T14:00+00:00Z,10YSE-1--------K,MAW,B20,1510
2022-02-23T14:00+00:00Z,2022-02-23T15:00+00:00Z,10YSE-1--------K,MAW,B20,1502
2022-02-23T15:00+00:00Z,2022-02-23T16:00+00:00Z,10YSE-1--------K,MAW,B20,1510
2022-02-23T16:00+00:00Z,2022-02-23T17:00+00:00Z,10YSE-1--------K,MAW,B20,1513
2022-02-23T17:00+00:00Z,2022-02-23T18:00+00:00Z,10YSE-1--------K,MAW,B20,1509
2022-02-23T18:00+00:00Z,2022-02-23T19:00+00:00Z,10YSE-1--------K,MAW,B20,1466
2022-02-23T19:00+00:00Z,2022-02-23T20:00+00:00Z,10YSE-1--------K,MAW,B20,1356
2022-02-23T20:00+00:00Z,2022-02-23T21:00+00:00Z,10YSE-1--------K,MAW,B20,1220
2022-02-23T21:00+00:00Z,2022-02-23T22:00+00:00Z,10YSE-1--------K,MAW,B20,1086
2022-02-23T22:00+00:00Z,2022-02-23T23:00+00:00Z,10YSE-1--------K,MAW,B20,919
