StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-04-03T23:00+00:00Z,2022-04-04T00:00+00:00Z,10Y1001A1001A65H,MAW,B19,2416
2022-04-04T00:00+00:00Z,2022-04-04T01:00+00:00Z,10Y1001A1001A65H,MAW,B19,2492
2022-04-04T01:00+00:00Z,2022-04-04T02:00+00:00Z,10Y1001A1001A65H,MAW,B19,2433
2022-04-04T02:00+00:00Z,2022-04-04T03:00+00:00Z,10Y1001A1001A65H,MAW,B19,2565
2022-04-04T03:00+00:00Z,2022-04-04T04:00+00:00Z,10Y1001A1001A65H,MAW,B19,2622
2022-04-04T04:00+00:00Z,2022-04-04T05:00+00:00Z,10Y1001A1001A65H,MAW,B19,3257
2022-04-04T05:00+00:00Z,2022-04-04T06:00+00:00Z,10Y1001A1001A65H,MAW,B19,3340
2022-04-04T06:00+00:00Z,2022-04-04T07:00+00:00Z,10Y1001A1001A65H,MAW,B19,3682
2022-04-04T07:00+00:00Z,2022-04-04T08:00+00:00Z,10Y1001A1001A65H,MAW,B19,3240
2022-04-04T08:00+00:00Z,2022-04-04T09:00+00:00Z,10Y1001A1001A65H,MAW,B19,3400
2022-04-04T09:00+00:00Z,2022-04-04T10:00+00:00Z,10Y1001A1001A65H,MAW,B19,3614
2022-04-04T10:00+00:00Z,2022-04-04T11:00+00:00Z,10Y1001A1001A65H,MAW,B19,3476
2022-04-04T11:00+00:00Z,2022-04-04T12:00+00:00Z,10Y1001A1001A65H,MAW,B19,3776
2022-04-04T12:00+00:00Z,2022-04-04T13:00+00:00Z,10Y1001A1001A65H,MAW,B19,3267
2022-04-04T13:00+00:00Z,2022-04-04T14:00+00:00Z,10Y1001A1001A65H,MAW,B19,3565
2022-04-04T14:00+00:00Z,2022-04-04T15:00+00:00Z,10Y1001A1001A65H,MAW,B19,3425
2022-04-04T15:00+00:00Z,2022-04-04T16:00+00:00Z,10Y1001A1001A65H,MAW,B19,3524
2022-04-04T16:00+00:00Z,2022-04-04T17:00+00:00Z,10Y1001A1001A65H,MAW,B19,3405
2022-04-04T17:00+00:00Z,2022-04-04T18:00+00:00Z,10Y1001A1001A65H,MAW,B19,3185
2022-04-04T18:00+00:00Z,2022-04-04T19:00+00:00Z,10Y1001A1001A65H,MAW,B19,3419
2022-04-04T19:00+00:00Z,2022-04-04T20:00+00:00Z,10Y1001A1001A65H,MAW,B19,3174
2022-04-04T20:00+00:00Z,2022-04-04T21:00+00:00Z,10Y1001A1001A65H,MAW,B19,2887
2022-04-04T21:00+00:00Z,2022-04-04T22:00+00:00Z,10Y1001A1001A65H,MAW,B19,2942
2022-04-04T22:00+00:00Z,2022-04-04T23:00+00:00Z,10Y1001A1001A65H,MAW,B19,2859
